text,present,missing
" It seemed as though she wanted me to pick up the records, to which I told her that, due to my work schedule and their hours of operation, I would do my best to get there Monday, but it may be as late as Tuesday.  Instead of waiting for me to get more detailed records (I was able to obtain some general records from an online portal that demonstrated what I was saying), she approved me for 3 months, which means I will have to go through the whole process all over again to get approved if I want to continue utilizing this treatment.  I felt as though she didn't believe me when I told her about my issues, which was very frustrating.  Overall, I'm glad I will have the opportunity to try this o",0,1
 It was a very easy & benefiting interview,0,1
 I feel more confident now to visit a dispensary and understand the products.  My husband has Alzheimer's and is exhibiting serious anger.  I do believe we can reduce or eliminate the anger and mean,0,1
 My husband has Alzheimer's and is exhibiting serious anger.  I do believe we can reduce or eliminate the anger and meanness with the right product.  Helping him will help me.  I will follow up with you and you are a much needed resource for me.,0,1
 Helping him will help me.  I will follow up with you and you are a much needed resource for me.,0,1
This was just like being in my Primary Care Doctor's office,0,1
 I felt very well-listened to and I know I have a place to go for answers. Very professional medical environment.,1,0
" Chronic degenerative spine pain. I liked that he didn't rush me and repeated a few times the instructions , methods of ",0,1
So happy the Doctor I got is an expert with diet and an osteopath familiar with the symptoms I'm experiencing,0,1
 Initial registration was extremely simple and easy and before I knew it I was having my Dr. Evaluation and then I was done. I’m not sure how ,0,1
" I did not feel rushed and he treated me with compassion and dignity, treating the whole person.",1,0
" Bud-a-bing-bang and done! Friendly Doctor and great customer service. Waiting for my cannabis card and official letter to come by mail, but Hello MD hooked me up with nearby dispensaries that accept their digitally signed recommendations. Was able to get my rec and order the meds all without leaving the house. Sweet!",0,1
" Unbelievably easy process. You give some personal health details and they connect you with a Doctor online, face-to-face, in a video conference. Bud-a-bing-bang and done! Friendly Doctor and great cu",0,1
" Waiting for my cannabis card and official letter to come by mail, but Hello MD hooked me up with nearby dispensaries that accept their digitally signed recommendations. Was able to get my rec and order the meds all without leaving the house. Sweet!",0,1
