text,present,missing
I've never had a problem since I've been using Pricelin,0,1
Made a mistake on the date of a hotel stay and even though the hotel agreed to cancel the reservation Priceline would not refund my money until I had a conference call with them and the hotel and then they did not refund me the tax,0,1
I ordered a certain room and when we got there they had to put us in a different room because the one I got from Priceline was not available,0,1
 The room was already paid for so the hotel couldn't do anything about Priceline messing up our order for our room.,0,1
I use Priceline for flights and hotel rooms because they never fail to find the best places and the best service out there and all at the cheapest and fairest price,0,1
 Nice bar,0,1
 Hotels are always as expected for star rating,0,1
 We had to sleep in our car because everything was closed. It was horrendous.,0,1
 I was using the app and I booked a hotel I read all the information and it never said the hotel closed at 10pm we were 2 hours away we drove as fast as we could but made it by 10:20pm and were locked out I tried to contact the hotel Priceline and booking.com who Priceline told me it was booked through and no one would help me. They said it was non refundable but it was not our fault that,0,1
Experience wasn't as expected,0,1
Priceline booked my hotel for $40 cheaper than any other site including Trivago,0,1
 They said it was non refundable but it was not our fault that the information was not available if it had been we would have never booked the hotel. We had to sleep in our car because everything was closed. It was horrendous.,0,1
"Great staff, above average roo",0,1
 We have been using Priceline for several years.  They're the best site we've found f,0,1
 They're the best site we've found for discounts on nice hotel rooms.,0,1
 The hotel said that that was Priceline fault. Honestly I'm not sure who to blame but I know that something should be done about that kind of a situation.,0,1
"I normally have absolutely no problems with Priceline, although here not too long ago I stayed at a hotel that I booked through Priceline and when I got there they did not have a room available for me",0,1
 The location was excellent,0,1
[object Object]The location w,1,0
I enjoyed my room and how the breakfast was amazing,0,1
Priceline made it easy to find a reasonable hotel within walking distance of the Inner Harbor and other areas of interest,0,1
" Priceline phoned the hotel and explained my situation. Thanks to Priceline,  having phoned the hotel, I was issued a full refund.",0,1
 It was less than the 24hr window that the hotel required for a full refund. I had pre-paid a week stay at an Edinburgh hotel. Priceline phoned the hotel and explained my situati,0,1
" I had pre-paid a week stay at an Edinburgh hotel. Priceline phoned the hotel and explained my situation. Thanks to Priceline,  having phoned the hotel, I was issued a full refund.",0,1
Priceline is the best place to show when looking for a place to sta,0,1
"Love it,clean and quie",1,0
Location was great and room was perfect size and amenities were helpful.Hotel was clean.Highly recommend.,1,0
I'm always satisfied with the name your price feature or when you pick a hotel by the Star level and location,0,1
 Good website bad room.,0,1
 Few days later I get an email and phone call saying the hotel couldn't honor my reservation because the hotel would be closed. I was frustrated but ,0,1
Very clean plenty of room and tons of parking and a wonderful staff,1,0
 Helpful staff on live chat,0,1
"All staff is very nice, clean rooms breakfast is good",1,0
The room was dirty when I checked In at 2pm ish the room is very dated and dirty feeling to it our bed had cigarette burn holes in the blankets and the shower is in real bad shape but we stayed here cuz we already paid for it we went and bought a blanket tho and layed on top of the bending they had on the be,1,0
Had a great stay with my Famil,0,1
Cheeper room,0,1
Excellent - my online price and hotel price were the same & finding a hotel that was within my price range was very easy and helpfu,0,1
The prices were very reasonabl,0,1
Gave me the best rate on ny hotel sta,0,1
 It is quick and convenient. I can find a good place and a go,0,1
Got a great price and great hotel room,0,1
"Clean rooms and shower , friendly staff , would highly recommen",1,0
 Large room with large windows. There’s seating ,0,1
" The bed was very comfortable.  Friendly staff.  Quiet location. 
Easy check in.  The hotel location is not far from town. There i",0,1
" Friendly staff.  Quiet location. 
Easy check in.  The hotel location is not far from town. There is a bus service near by. 

We didn’t try the res",0,1
" There is a bus service near by. 

We didn’t try the restaurant.  There are great views of the lake from the bar with lots of seating and blankets.",0,1
 It exceeded my expectations as far as being easy and an efficient way to reserve a hotel room!  Not to mention the cost savings!!      ,0,1
Everything was fin,0,1
We use them Everytime and have never had a proble,0,1
Very simple and fast to get to the spot needed,0,1
" This past trip was first time I needed to call with a date switch and it took 3 phone calls. Confusing to deal with Priceline, then Booking.com",0,1
[object ,1,0
"in living room, toilet dirty in one bathroom and toilet paper holders in 2 bathrooms were loose and falling off the wall.
soaxelbrooke
sound-quality


This was the 4th year we rented a unit at COV and it was one of the worst units we have used. Paid a premium price for a mediocr",1,0
