text,present,missing
"
Last being first the interview. My experience with Dr. Principal was beyond my",0,1
 Principal on many levels of my video interview.  Her knowledge of the products and how they(it) would be interacting with my condition and existing medication treatments put me at great ease with the questions and concerns I,0,1
"While well meaning, my HelloMD doctor completely lost my faith when she said that MSG in vaccines cause autism",0,1
 A claim that has been completely debunked by the scientific and medical communities.,0,1
" Best regards,  Len Jarrott",0,1
" Can't speak on the other doctors, so your mileage may vary.",0,1
" Very impersonal, very impatient, and I really felt like I was bother her by being there. Not a great experience.  HelloMD, once I managed to get them on the line, was responsive, but this doctor experience lef",1,0
" When I asked a question that he felt he had obviously explained, he seemed impatient. A suggestion is for him to say things like tell me about the history dealing with your health issues.",1,0
 he seemed impatient. A suggestion is for him to say things like tell me about the history dealing with your health issues.,1,0
" did not seem interested nor seem helpful at all. 

BA",1,0
 honest and seemed knowledgeable.  She was a good listener an,0,1
Very professional. Great doctor,0,1
"Great experience, very professional",0,1
"quick, easy, professional, and compassionat",0,1
Doctor was professional and easy to talk to,0,1
Very professional and great servic,0,1
My doctor was very responsive and professional,0,1
"My doctor was professional, helpful and knowledagable",0,1
" They may charge a little more than other sites, but as the saying goes, you get what you pay for.",0,1
First I could not believe I would be able to get a MedCard not even leaving home,0,1
" You know, all of these appointments, schedules, revisits waste a lot of your time and definitely is a hassle to a busy day. With HelloMD I'm always able to contact my Doctor online and have a proficient c",0,1
 With HelloMD I'm always able to contact my Doctor online and have a proficient conversation regarding my symptoms. I always get useful advices and all the information required to stay safe with my medication; using it for best implies serious,0,1
" She told me about topical balms that could help my muscle spasms and they work. It was great not having to leave my house to get my card renewed, even better was not having to ",0,1
 I'm 62 years old and have used Marijuana for pain control and mood stabilizer for years because prescription medications are too strong for me.,0,1
 A++,0,1
 A++,0,1
 he called this morning and said he is now signed up also. The staff of Hello Md is great. The doctor was very professional. This is definitely the way to do it.,0,1
" I was greeted by a receptionist who told me that the Doctor was currently in a call with someone else, and that there would be a brief wait. I kept the call open as per her instructions and within 20 minutes an alert sounded and the Dr. appeared on screen. After reading my medical case and asking me a few questions, she gave me some recommendations and approved me for the use of medical marijuana. She was very friendly and helpful, and the call only took about 10 minutes.

I did the interview the day after I signed up because I signed up outside of their business hours, but if you do it within their hours you could do the call the same day, right after you sign up.

Step 3: Receiving the recommendation
Within minutes after ",0,1
" Even though there was a wait time, they kept popping in to let me know they were there.",0,1
 Then I heard about HelloMD. I had a 20 minute consultation via video conference with a wonderful doctor who was able to approve me for my card which arrived two days later. I simply visited my local dispensary and I'm sleeping like a baby!!! Thank you HelloMD,0,1
I've been a medical patient for five years and have used different ways to get my prescription each time,0,1
 I can't wait to tell everyone to stop going into awkward expensive offices and use this service instead.,0,1
 Might have taken longer if I wasn't just going for a renewal. Nonetheless the doctor was very ,0,1
" With adequate confidence, I tried it.  The apps to get into the online conference were a bit tricky but all worked well and the onl",0,1
" BTW, I happen to be a lawyer looking only for topical CDB/CBG/CBC topical analgesics.",0,1
I am trying medical marijuana for chronic migraine,0,1
 I am very hopeful this is the cure I am looking for so I can function as a normal human being. I felt positivity from all the people I encountered at this website.,0,1
 I felt positivity from all the people I encountered at this website.,0,1
I would like a refund of $49 please (I had a $10 off code). W,1,0
