text,present,missing
".
About the sound:
Clear, they are amazingly clear. If you like to hear all the instruments you are going to enjoy them.
Space, they have enough spacious to feel the separation and the soundstage is pretty good for the price
Bass, if you like it, they have it.
Comfort: very very comfortable. They are light and you might forget that you are wearing them.
Pads: made of plastic. I start sweating after an hour.

Last thing, you are always going to find good options and certainly more expensive headphones but you should try these and not because they are cheaper but because they are really good.",1,0
".
Comfort: very very comfortable. They are light and you might forget that you are wearing them.
Pads: made of plastic. I start sweating after an hour.

Last thing, you are always going to find good options and certainly more expensive headphones but you should try these and not because they are cheaper but because they are really good.",0,1
Got this 9-14-16,0,1
".
Pads: made of plastic. I start sweating after an hour.

Last thing, you are always going to find good options and certainly more expensive headphones but you should try these and not because they are cheaper but because they are really good.",0,1
". The Sony app allows you to change your listening mode - Arena, Club, Outdoor Stage, and Concert Hall. For me, turning this off was the best option. That gave me better treble but still maintained enough of the bass that I could ""feel"" it. The app also has an equalizer so you can pretty much adjust the sound to your liking. It saves what you did so you don't have to fuss with it when you use the headphones the next time.

The fit of the Sony is about the same as the Bose. They look a lot alike which is to say they look pretty much like most other headsets out there. It's going to take awhile for me t",0,1
". I downloaded the app but that's not necessary to use the headphones. After charging them up over night I used them a lot before I felt like I should charge them again but it turns out they still had about half of their charge left. With the Bose I always had a spare battery in the case for an insurance policy. If you run out of juice on the Sony you can just plug the audio cable in and continue listening (cable is included).

I think the Bose has a slight edge on noise canceling but it's razor edge. One area that I work in has a lot of prop airplane traffic. The Bose noise canceling blocks about 99% of the whine. I really had to listen to hear the noise with the Sony and even then it was faint. OK, I changed my mind - it's a draw.

Overall, this is a fine product and I may be switching to it as my primary headphone.",0,1
".

I think the Bose has a slight edge on noise canceling but it's razor edge. One area that I work in has a lot of prop airplane traffic. The Bose noise canceling blocks about 99% of the whine. I really had to listen to hear the noise with the Sony and even then it was faint. OK, I changed my mind - it's a draw.

Overall, this is a fine product and I may be switching to it as my primary headphone.",1,0
". The Bose noise canceling blocks about 99% of the whine. I really had to listen to hear the noise with the Sony and even then it was faint. OK, I changed my mind - it's a draw.

Overall, this is a fine product and I may be switching to it as my primary headphone.",1,0
".

Overall, this is a fine product and I may be switching to it as my primary headphone.",0,1
" Like other reviews said, the noise cancelling isn’t a “total” cancelling but I have seen a clear difference with and without it, and I especially love it while travelling (so much quieter now).",1,0
". The sound isolation is poor because the headphones do not make a tight seal. The noise cancellation is hardly noticeable. Very disappointing

They look goo",1,0
". The noise cancellation is hardly noticeable. Very disappointing

They look good, feel good, and connect well, good choice if you want wireless headphones but terrible if you’re looking for noice cance",1,0
"These headphones are a good value, but the active noise cancelling doesn't hold a candle to the Bose noise-cancelling technology",1,0
". When used on an airplane, all engine noise practically disappeared. The Sennheisers block out about 70% of the noise compared to the Bose QC25.

That said, my Bose headphones stopped working after 2 years, so that scared me away from buying the Bose QC35s. So I decided to give these Sennheiser",1,0
". The Sennheisers block out about 70% of the noise compared to the Bose QC25.

That said, my Bose headphones stopped working after 2 years, so that scared me away from buying the Bose QC35s. So I decided to give these Sennheisers a try. Overall, I'm happy with them, especially at the price. They're ""good enough"" for what I need them for.",1,0
". Overall, I'm happy with them, especially at the price. They're ""good enough"" for what I need them for.",0,1
".

Sound:
I wanted this speaker to have enough volume for modest outdoor gatherings (both meet that criteria, though the Flip 3 is probably a touch louder) and sound good enough that I wouldn't mind having it playing in the house. I'm also biased against today's tendency for consumer speakers to emphasize bass response over every other frequency range. If you like your music boom-y, I'm not going to like the same speakers that you will.",1,0
". The battery and sound quality is impressive!! I went on a 3 day camping trip and forgot the charging cord, I used this constantly day and night and ",1,0
". Given the price, my general satisfaction with Anker, and Amazon's solid return policy, I decided to give both speakers a try. I'll note that the SoundCore Sport XL is probably more comparable to the JBL Charge 2 given that both units have a USB port to let you charge your phone or other device. The Flip 3 doesn't have charging output port.

If you want the shortest possible answer: We're keeping the Flip 3 and giving the Sound",0,1
"I came to Amazon to buy a JBL Flip 3 based a widely positive reviews and a desire to have a speaker that I could use outdoors without worrying too much about sudden showers, dust and other hazards of the elements",0,1
". I'm also biased against today's tendency for consumer speakers to emphasize bass response over every other frequency range. If you like your music boom-y, I'm not going to like the same speakers that you will.",1,0
. Decent sound and volume for something so small. Charge lasts many Hrs,1,0
". I looked online and it seems either port or battery failing is not uncommon and it's not easy to determine WHICH is the cause, as well as, it's not easy for average customer to just replace the battery (it's wired in), so as much as I love the speaker, the quality of the product not lasting well beyond year and no simple fix solutions, I don't recommend this version.",0,1
".

Positives:

I think this is a better sounding speaker than other speakers I've owned or heard in this price range. When driving for example, I can hear this speaker much better than other speakers with the same wattage output.

It can be paired with other compatible JBL connect speakers.

When connected to another speaker, the",1,0
". When driving for example, I can hear this speaker much better than other speakers with the same wattage output.

It can be paired with other compatible JBL connect speakers.

When connected to another speaker, the volume control on either speaker will change the volume on both, allowing me to turn the total volume down from ether speaker or from my phone or tablet (this can also be a negative)

I can charge this via my car's cigarette li",1,0
".

Establishing a connection between this speaker and the JBL Boost TV speaker has been somewhat of a pain. When the connection is lost, I find I need reestablish connections in a certain order or it won't work. I also find the distance limitations when connecting to some degree defeat the purpose of connecting speakers some distance apart.

The volume control when paired (by default at least) operates the volume on both speakers. This is a positive and negative. The negative is I can't balance the volume between two connected speakers. If paired with a higher wattage speaker for example, I can be standing almost right next to this one and not hear it. If there is someway to change the volume on one speaker, but not the other connected speaker, I haven't discovered it.

Some speakers with similar wattage, such as the Bose I own are more compact than this, something to consider if traveling with limited space. (The Bose is of course much more expensive however)

I haven't use this speaker away from a power supply enough to comment on battery life in any detail.

Overall, it's a great little, versatile speaker for the price, and it's nice to be able to connect it wirelessly to another speaker, but in my opinion the controls, shape, a",0,1
". I also find the distance limitations when connecting to some degree defeat the purpose of connecting speakers some distance apart.

The volume control when paired (by default at least) operates the volume on both speakers. This is a positive and negative. The negative is I can't balance the volume between two connected speakers. If paired with a higher wattage speaker for example, I can be standing almost right next to this one and not hear it. If there is someway to change the volume on one speaker, but not the other connected speaker, I haven't discovered it.

Some speakers with similar wattage, such as the Bose I own are more compact than this, something to consider if traveling with limited space. (The Bose is of course much more expensive however)

I haven't use this speaker away from a power supply enough to comment on battery life in any detail.

Overall, it's a great little, versatile speaker for the price, and it's nice to be able to connect it wirelessly to another speaker, but in my opinion the controls, shape, and connection to other JBL speakers could be improved upon.",0,1
".

The volume control when paired (by default at least) operates the volume on both speakers. This is a positive and negative. The negative is I can't balance the volume between two connected speakers. If paired with a higher wattage speaker for example, I can be standing almost right next to this one and not hear it. If there is someway to change the volume on one speaker, but not the other connected speaker, I haven't discovered it.

Some speakers with similar wattage, such as the Bose I own are more compact than this, something to consider if traveling with limited space. (The Bose is of course much more expensive however)

I haven't use this speaker away from a power supply enough to comment on battery life in any detail.

Overall, it's a great little, versatile speaker for the price, and it's nice to be able to connect it wirelessly to another speaker, but in my opinion the controls, shape, and connection to other JBL speakers could be improved upon.",0,1
". This is a positive and negative. The negative is I can't balance the volume between two connected speakers. If paired with a higher wattage speaker for example, I can be standing almost right next to this one and not hear it. If there is someway to change the volume on one speaker, but not the other connected speaker, I haven't discovered it.

Some speakers with similar wattage, such as the Bose I own are more compact than this, something to consider if traveling with limited space. (The Bose is of course much more expensive however)

I haven't use this speaker away from a power supply enough to comment on battery life in any detail.

Overall, it's a great little, versatile speaker for the price, and it's nice to be able to connect it wirelessly to another speaker, but in my opinion the controls, shape, and connection to other JBL speakers could be improved upon.",0,1
". If there is someway to change the volume on one speaker, but not the other connected speaker, I haven't discovered it.

Some speakers with similar wattage, such as the Bose I own are more compact than this, something to consider if traveling with limited space. (The Bose is of course much more expensive however)

I haven't use this speaker away from a power supply enough to comment on battery life in any detail.

Overall, it's a great little, versatile speaker for the price, and it's nice to be able to connect it wirelessly to another speaker, but in my opinion the controls, shape, and connection to other JBL speakers could be improved upon.",0,1
"! The sound blew me away. It does not get distorted at all. Fantastic bass and treble.

I have yet to need to charge the speaker and I've had it over a month now! It traveled well(buy a case!), I brought it to Europe for my honeymoon. With it",1,0
". Yet these warnings completely contradict that.

Very confusing.",0,1
". I am a nursing student, and money is fairly tight, but this was well worth the money and far exceeded my expectations.",0,1
The other reviewers sum it up pretty well,0,1
". Works great outdoors and the battery life is outstanding considering you probably won't be blasting at full volume the whole time. The price leaves a little to be desired however, considering how technol",0,1
". Shelling out the extra cash might be worth it to those looking for a lot of added features and upgrades including the overall sound quality. But for $20 less I can't complain about what I'm getting. I can't really tell a massive difference listening to them side by side, but it is noticeable.",1,0
"I loved this speaker initially- although, it occasionally didn't provide great perfect sound/connection.",1,0
". I like to think I just received a faulty product but I don't even think I can return the product so that's pretty frustrating. Just wasted almost $100 for less than a month of use out of a product..

***This is a very late update, but I noticed this 1 star review on my account and felt bad, since I still use my JBL flip. The first one was a dud, but I was eventually able to get a return processed! I received a new speaker and did not have the same issues with the original one. Sometimes I get a crackly connection on bluetooth, which is silly since it is usually only a few feet away from the phone or computer playing music- but ultimately it's a handy little speaker and I like it! Changed my rating to 4 starts to reflect that!",0,1
This little thing packs some nice sound,1,0
". Battery life tends to vary a bit and has gone down over time.... This is the 2nd one I bought for a friend, but I've owned mine for over 3 years. On a full charge I can currently get about 4-6 hours of music listening time or 8-10 hours of talk time... At initial purchase it was about 6-8 and 10-12, but with any rec",0,1
".

Very confusing.",0,1
". Overall, a great choice for a portable Bluetooth speaker that packs a ton of treble and bass!",1,0
LOUD!!,1,0
! This speaker packs a punch! It paired to my Note 5 in less than 30 seconds and I've been happily listening ever since. I can even hear it over my vacuum 💙,1,0
! It paired to my Note 5 in less than 30 seconds and I've been happily listening ever since. I can even hear it over my vacuum 💙,0,1
".

BOOMbox might be the perfect way to describe the M90, because this speaker is LOUD. You won't find a louder waterproof, portable, bluetooth speaker without going Bose. The sound quality is also top-shelf, and doesn't diminish when you go louder. Bass is moderate, but more than expected for a portable speaker.

My only complaint is how the volume buttons function. When you adjust the volume, it interrupts the music which not only makes it hard to tell what the volume level is, but is really annoying when you're trying to hear a song. I've compensated by ke",1,0
Update: 2/11/18- Small wave got the bottom half of the speaker wet,0,1
"?

Original post in June 2017: GREAT SPEAKER, SOUND LOOK AND QUALITY. The only thing is, the picture makes it look like the gold handle is metal... in real life it's a matte rubber as is the grey.",1,0
". The sound quality is also top-shelf, and doesn't diminish when you go louder. Bass is moderate, but more than expected for a portable speaker.

My only complaint is how the volume buttons function. When you adjust the volume, it interrupts the music which not only makes it hard to tell what the volume level is, but is really annoying when you're trying to hear a song. I've compensated by keeping the speaker volume turned up, and adjusting volume on my phone, but if I take this speaker and listen somewhere without my phone right next to me, I'd be bothered by the volume controls.",1,0
". Bass is moderate, but more than expected for a portable speaker.

My only complaint is how the volume buttons function. When you adjust the volume, it interrupts the music which not only makes it hard to tell what the volume level is, but is really annoying when you're trying to hear a song. I've compensated by keeping the speaker volume turned up, and adjusting volume on my phone, but if I take this speaker and listen somewhere without my phone right next to me, I'd be bothered by the volume controls.",1,0
".

My only complaint is how the volume buttons function. When you adjust the volume, it interrupts the music which not only makes it hard to tell what the volume level is, but is really annoying when you're trying to hear a song. I've compensated by keeping the speaker volume turned up, and adjusting volume on my phone, but if I take this speaker and listen somewhere without my phone right next to me, I'd be bothered by the volume controls.",0,1
". Crazy good battery life and unmatched audio quality. I have dragged in in sand, gotten it wet and its still go",1,0
". Now normally I don't like music extremely loud because it starts to sound like noise, but on this speaker, the audio stays clear all the way up to full volume. The subwoofer is a good addition. It allows you to hear the bass better, but obviously with something this small you won't be feeling it pound in your chest. However, it's ",1,0
". It's extremely responsive, it's just too small to make a huge effect on an entire room. Overall, excellent deal, definitely buy this one if you need something louder.",1,0
". Overall, excellent deal, definitely buy this one if you need something louder.",1,0
"Unfortunately, their bass output is not very strong",1,0
I caught a bass down at the strea,0,1
.  The cat is on the table.,0,1
"
I drove to work today",0,1
The headphones sit comfortably for long periods,0,1
.  The base is heavy without being muddy.,1,0
"While tech giants Facebook, YouTube and Apple booted content by conspiracy theorist and far-right radio host Alex Jones this week, one company resisted purging him from its platform: Twitter",0,1
".

Now, after a torrent of criticism from those accusing Jones and his site, Infowars, of peddling false and damaging conspiracies, Twitter CEO Jack Dorsey defended his decision in a series of tweets Tuesday night.

""We know that's hard for many but the reason is simple: he hasn't violated our rules,"" Dorsey tweeted. ""We'll enforce if he does. And we'll continue to promote a healthy conversational env",0,1
".

""We know that's hard for many but the reason is simple: he hasn't violated our rules,"" Dorsey tweeted. ""We'll enforce if he does. And we'll continue to promote a healthy conversational environment by ensuring tweets aren't artificially amplified.""",0,1
". ""We'll enforce if he does. And we'll continue to promote a healthy conversational environment by ensuring tweets aren't artificially amplified.""",0,1
"Paul Manafort's former business partner, Rick Gates, is on the stand for the third straight day in Manafort's bank and tax fraud trial as prosecutors and defense lawyers wage battle over Gates' credibility",0,1
".

Gates spent Monday afternoon and most of Tuesday morning corroborating prosecutors' version of events. The government's attorneys say Gates and Manafort used offshore bank accounts and wire transfers to hide money from the IRS to avoid paying taxes.",0,1
. The government's attorneys say Gates and Manafort used offshore bank accounts and wire transfers to hide money from the IRS to avoid paying taxes.,0,1
"CHICAGO (WLS) --
Two people were killed early Wednesday morning in a shooting and crash on Chicago's West Side",0,1
".

Five people were inside an SUV when someone in another vehicle fired shots at them around 3:40 a.m. in the 4300-block of West Lake Street in the city's West Garfield Park neighborhood, police said.

A 21-yea",0,1
". in the 4300-block of West Lake Street in the city's West Garfield Park neighborhood, police said.

A 21-year-old man was shot twice in the chest and once in the wrist. A 22-year-old woman was shot in the back. They were both transported to Mt. Sinai Hospital, where they were pronounced dead.",0,1
".

A 21-year-old man was shot twice in the chest and once in the wrist. A 22-year-old woman was shot in the back. They were both transported to Mt. Sinai Hospital, where they were pronounced dead.",0,1
". A 22-year-old woman was shot in the back. They were both transported to Mt. Sinai Hospital, where they were pronounced dead.",0,1
". They were both transported to Mt. Sinai Hospital, where they were pronounced dead.",0,1
". Sinai Hospital, where they were pronounced dead.",0,1
". As it announced at EVO 2018 this past weekend, Nintendo is airing a new presentation today, August 8, and this one is dedicated entirely to the company's upcoming Nintendo Switch fighting game, Super Smash Bros. Ultimate.

The Direct is schedu",0,1
". You can tune in to the broadcast on Nintendo's official website and Twitch channel. We've also embedded the YouTube stream below, so you can follow along right here on GameSpot.",0,1
". Ultimate.

The Direct is scheduled to begin at 7 AM PT / 10 AM ET / 3 PM BST and will air simultaneously in North America, Europe, and Japan. You can tune in to the broadcast on Nintendo's official website and Twitch channel. We've also embedded the You",0,1
The Sonos One is a smart speaker that combines the multiroom audio capabilities and great sound quality of a Sonos Play:1 with the intuitive voice controls of Amazon’s Alexa,1,0
. But Sonos is promising a lot more than that.,0,1
". From the moment you hoist its box, you feel its heft, thanks to a pair of substantial class-D amplifiers, and the power cord is extra thick and fits flush with the bottom of the device so it will never accidentally wiggle free or come loose.

For a modestly sized tabletop speaker, it’s capable of producing terrific, rich, and detailed sound with dense b",0,1
".

For a modestly sized tabletop speaker, it’s capable of producing terrific, rich, and detailed sound with dense but clear bass punch. It sounds significantly better than Amazon’s flagship Echo. As a piece of functional hardware that’s meant to be seen, it’s both good looking and made of satisfyingly high-quality components.",1,0
". It sounds significantly better than Amazon’s flagship Echo. As a piece of functional hardware that’s meant to be seen, it’s both good looking and made of satisfyingly high-quality components.",1,0
". As a piece of functional hardware that’s meant to be seen, it’s both good looking and made of satisfyingly high-quality components.",0,1
Sometimes your commutes just don't work out,0,1
The sound quality is grea,1,0
 Extremely clean. Very well equi,0,1
@SouthwestAir please send my family to Tampa for my daughter's first Passover at my parents house,0,1
"Quick and easy delivery, good price point",0,1
! Help please!,0,1
@AmericanAir unfortunately #poor experience with #America nair is too #often,0,1
Great experience,0,1
 Fast very helpful,0,1
Excellent quality shirts,0,1
"FINE, NEVER A PROBLEM",0,1
 Wonderful customer service!!,0,1
! We are only in Birmingham!,0,1
". Both are hated by many but why isn't meth banned. Some of us really hate drugs so could youuuu, I dunno, fix that?",0,1
@VirginTrains Wow- that’s some ripple effect,0,1
@256535 @AskLyft Yuhhh ver,0,1
".  Don’t worry, it’s already in your Chase Mobile app.",0,1
. How is this good for any part of the country apart from the pockets of your board!?,0,1
"; took care of everything on  a Sunday. As someone who panics when money is involved, I'm relieved. I'd rather wait for a new card than have my money disappear.",0,1
"If you'd asked people what they wanted, they would have said faster horses",0,1
@AskPlayStation my party audio keeps having a static noises and keeps cutting in and out,1,0
 Thanks a lot,0,1
"@KFC_UKI_Help Hi it was high street, stoke on trent, ST6 5E",0,1
"@235323 Even better, Monty",0,1
 We'll help you pay those off and get you a BOGO deal for those new lines! How's that sound?! Check t,0,1
 How's that sound?! Check this out: https://t.co/oWaOKRrzNz. *WhitneyJ,0,1
 seek legal option in such cases. They cannot reach customers over their network.. this is their network.... switch operator.,0,1
 I wanted to earn them myself so this made me very upset.,0,1
 You're going to get a lot of love for this from the low carb/Keto community guys!!! Thank youuuu,0,1
" This is the story of how an airbnb host stole 2000$ from me without my approval or consultation, to pay for damages to a house that have already been fixed. ❤️ @235392 https://t.co/Pfwo65qMEN",0,1
 Je suis à votre service en DM.,0,1
@British_Airways #BA you seem #Masters in #dodging the question,0,1
 It says uber is unavailable in my area. Not there are no drivers. It works when I'm in Amman though. Why??,0,1
" Try searching for what you want, instead.""",0,1
@O2 My mistake,0,1
Non of the other companies at Pearson Airport had lines!,0,1
 Honestly made my extremely early morning much better.,0,1
 Laughter is good &amp; Oh thanks for upgrading my friend to first class. Wink wink. 👍,0,1
"
specifically because of these hacks (last september too) i had my name removed from the account.",0,1
"They're very responsive, playing my favorite jams across the musical spectrum",1,0
Fast efficient and friendl,0,1
Very Easy purchas,0,1
 Excellent experience!,0,1
Great clothes and style for inexpensive price,0,1
e!!,0,1
"Best price, easy and fast checkou",0,1
" Super clean, sweet, and tender. My GF and I ate the 8#'s in one seating. Shipping and ",0,1
Overall a great eperience,0,1
thanks a lot!!!!!!!!,0,1
 A reliable service at a reasonable price,0,1
worked great,0,1
O!!!,0,1
Excellent website,0,1
 Highly recommend!!!,0,1
Good prices and fast delivery ,0,1
Very easy to use,0,1
Very fast efficient George was grea,0,1
Consistently good prices and excellent service,0,1
 Great service !,0,1
"I had a very nice, easy experience",0,1
" Other than that, no complaints!",0,1
"easy, Fantastic user experience",0,1
This was an awesome experience,0,1
Very good and happ,0,1
very poor seats,0,1
Love this brand and prices are reasonable,0,1
I don't like the fees!!!!!!!!!!!!!!!,0,1
"Very useful, fast and trustworthy",0,1
 Doesnt sound like they will be in business to long anyway. Fraud is what I call it.,0,1
 Really. I have learned a lesson. Thank you.,0,1
Great,0,1
Great servic,0,1
Great deal with Groupon !,0,1
 Too bad.,0,1
Terrible company,0,1
Awesome service,0,1
Hey,0,1
Good good goo,0,1
"Great online shop, good prices, very good customer service",0,1
 Fast shipping as well.,0,1
This experience was very efficient and was a good value,0,1
Easy and fas,0,1
" Good product,, Thank you",0,1
EASY booking!,0,1
" The house is very clean. We had a great time there.
The only downside is that the second floor bath",0,1
Horrible company,0,1
"So far, so good",0,1
y! I look forward to being able to use the new Pants soon and order from them again in th future! Definitely recommend their products!!,0,1
Beautiful,0,1
 Very Frustrating! I know it’s not all Doheny’s fault it should be known to customers they aren’t accepted.,0,1
Was very pleased with phone staff very helpful and great service,0,1
 Well worth it,0,1
 Even had more colors than expected!,0,1
"Fast, exactly what I wanted",0,1
" Few names for the record:
Easton, Trevor, Lexi
They are real professionals",0,1
"
Stay hydrated, cut all the toxic people out of your life - you're better off without them! 

Kisses xx",0,1
"
Hardcover, softcover, and paperbacks. Obvious flaws are described; I have yet to find a serious flaw in any of the two dozen or so Thriftbooks I've purchased.

Great resource; great selection; great condition; great value. Can't go wrong here!",0,1
I don’t know if is me but when people call they said that I sound like if I was under the water and as soon I take the cover off everything is fine,1,0
"Victor, our tour guide, was charming, witty and very infrormative",0,1
 I was then told I needed to speak to Head Oiffice and would be put through. After holding for 40 mins I rang again and the last guy offered me a refund of £516.27 which is not acceptable as why should I be out of pocket when its your Company’s error. I was then offered £542 which I have accepted but I am not happy with as why should you profit from my disappointment!! So now not only have I now got to find another flight but I also have to wait for up to ten days to get my refund. Appaling service and the flight I thought I had booked is still being offered on your website. I would like to add that Anikt did try to help resolve this issue as opposed to anyone else.,0,1
"
Only down side was that there was a little bait and switch up front.
Flyer was misleading and too good to be true. In retrospect, I'm reasonably happy with the costs, but they were misleading",0,1
" Good quality, and i really liked them.",0,1
" Partner on her Birthday, However the necklace was not made the way it was displayed. The product details said it will be made with a box chain however that was not what I ",0,1
 Which is a slap in the face considering the inconvenience I was put through. In return I will no longer be purchasing any products from this company or recommending them to anyone. I will be leaving poor reviews as well. This is ridiculous.,0,1
" It was newly renovated, clean, within walking distance to restaurants and a few short blocks to the Max (public transportation.  Our host communicated clear directions and left us a we",0,1
"All parts of the service was great,from the choice of tires ,balance, and alignment",0,1
" I was told to print it, but it only printed a blank page. $50 wasted each time. There must be better rebate programs around.",0,1
"Best quality products, best quality service, easy and intuitive to use, even for the technologically challenged",0,1
" There are lots of vendors in this area (cards, letterhead, etc). MOO is simply light years ahead of the rest.",0,1
You are a piece of scrap when it comes time for asking advice,0,1
Don't have a clue what you are talking about,0,1
"great website, lots of choices, fantastic quality and price",0,1
" Several lights burnt out, dryer didn't work, freezer door was open when we arrived, sliding door in master bedroom had a broken lock, no lock on sliding door in living room, toilet dirty in one bathroom and toilet paper holders in 2 bathrooms were loose and falling off the wall.  This was the 4th year we rented a unit at COV a",0,1
A very low volume of Survey,0,1
No one listen in to chat conversation,0,1
s. It was easy and faster service. The was nice ,0,1
 Until then it was perfect.,0,1
 Im truly grateful.,0,1
" There was nowhere near enough time for this tour, it should have started at least 2 hours earlier than it did, heard another lady complaining about the same thing. The tour of the city was much better and Doug did a great job. This tour cost us $495 each and was well over priced.",0,1
Nice.......................................,0,1
 I don’t like my parts sitting outside until I get home. Other than that... great service so far and I have a lot more to order! Thank you!,0,1
annoying popups,0,1
 The hair is absolutely incredible to style and feel and breathable on my head. the lace is very transparent and it's a quality wig. 10/10 would buy again,0,1
" I will not remove anything.  Why should I?  I came twice for my property and twice I was turned down!

On Thursday, August 9, 2018 I was told by UPS that my packages would be picked up from BHM and redelivered Friday, August 10, 2018 (it will be the first delivery attempt because the driver bypassed delivering and went straight to this UPS Access Point).  I was at home waiting for both of these packages that never came.  Anyway, the lazyUPS driver delivered the second package in question today.  I asked about the first package that I filed the BBB Complaint and the UPS investigation and was informed that the first package is in transit to the sender.  The statement on the UPS tracking states I refused the package which I tried to pick up from these crooks twice...",0,1
" Since then, no news, only radio silence.

After waiting couple weeks, I then sent an email regarding this to their CEO Greg Clark and now it's a week and no news from him, not even a courtesy reply saying they have received my email. Compared to them, all other companies I have dealt with at least have the sense, the courtesy, to acknowledge that they have received my email.

I give them ZERO stars.",0,1
 You always know you are getting quality. Designs amazing all designed by actual artists.,0,1
" On the fourth call, I was actually hung up on. I actually had to call my bank who then told me to file for fraud since they took my money and no service was provided. I went on and did that, and that same day my money was back into my account! They weren’t going to give me my money back UNTIL I got my bank involved. Absolutely worst flight company ever. DO NOT BOOK WITH THEM. It’s not worth it, Sis.",0,1
" It’s not worth it, Sis.",0,1
" Just sent an email saying “we’re sorry your plans have changed.” Instead of taking responsibility for their action of actually cancelling my flights, they made sound like I had changed my mind about my bookings. The funny part is though, they charged my account $200 that they didn’t intend on refunding. I talked to 4 different people (supervisor one of them) and no one cou",0,1
" Since then, no news, only radio silence.

After waiting couple weeks, I then sent an email regarding this to their CEO Greg Clark and now it's a week and no news from him, not even a courtesy reply saying they have received my email.  Compared to them, all other companies I have dealt with at least have the sense, the courtesy, to acknowledge that they have received my email.

I give them ZERO stars.",0,1
 Quality is amazing looks like factory stuff if not better!,0,1
" They have done nothing.  They opened a case number and said I'd hear from them ""tomorrow"".  That was four days ago.  I don't even know why I buy from them since their quality is often warehouse and equivalent to amazon pricing....but I did and never will again.",0,1
